time,channel,ROI.ID,LP,Probe,mean_Mean
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_1.1,LP5,MS19,435.9485
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_1.2,LP5,MS19,361.0784
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_1.3,LP5,MS19,2642.5657
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_2.1,LP5,MS19,571.9028
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_2.2,LP5,MS19,1811.4893
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_2.3,LP5,MS19,1085.7922
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_3.1,LP5,MS19,389.4317
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_3.2,LP5,MS19,746.1943
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_3.3,LP5,MS19,516.6279
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_3.4,LP5,MS19,817.6848
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_4.1,LP5,MS19,2578.9575
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_4.2,LP5,MS19,390.3418
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_4.3,LP5,MS19,526.5923
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_4.4,LP5,MS19,1268.7223
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_4.5,LP5,MS19,1063.3964
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_4.6,LP5,MS19,2634.2131
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.1,LP5,MS19,1356.4601
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.10,LP5,MS19,1393.0483
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.11,LP5,MS19,1448.8628
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.12,LP5,MS19,1884.4706
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.13,LP5,MS19,1418.9091
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.14,LP5,MS19,482.054
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.2,LP5,MS19,518.9905
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.3,LP5,MS19,667.4342
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.4,LP5,MS19,1202.3438
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.5,LP5,MS19,595.5722
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.6,LP5,MS19,485.3044
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.7,LP5,MS19,1982.9811
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.8,LP5,MS19,540.7317
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_1.9,LP5,MS19,524.9061
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.1,LP5,MS19,450.5576
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.10,LP5,MS19,1781.186
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.11,LP5,MS19,981.3361
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.2,LP5,MS19,767.1356
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.3,LP5,MS19,554.1579
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.4,LP5,MS19,529.3537
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.5,LP5,MS19,633.3084
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.6,LP5,MS19,679.6376
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.7,LP5,MS19,1887.125
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.8,LP5,MS19,1796.3353
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_2.9,LP5,MS19,1450.5732
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.1,LP5,MS19,1251.4656
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.10,LP5,MS19,2013.3647
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.11,LP5,MS19,466.625
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.12,LP5,MS19,227.9913
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.2,LP5,MS19,950.7416
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.3,LP5,MS19,1079.9149
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.4,LP5,MS19,919.663
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.5,LP5,MS19,2838.1438
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.6,LP5,MS19,689.5122
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.7,LP5,MS19,948.4667
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.8,LP5,MS19,1467.219
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_3.9,LP5,MS19,1128.9333
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.1,LP5,MS19,271.9282
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.2,LP5,MS19,2667.8193
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.3,LP5,MS19,3156.8843
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.4,LP5,MS19,1511.5247
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.5,LP5,MS19,1920.7539
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.6,LP5,MS19,1527.2457
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_2_4.7,LP5,MS19,2832.2769
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_1.1,LP5,MS19,882.6195
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_1.2,LP5,MS19,1335.1852
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_1.3,LP5,MS19,1577.1105
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_1.4,LP5,MS19,1059.5854
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_1.5,LP5,MS19,1056.2148
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_1.6,LP5,MS19,1454.4526
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_2.1,LP5,MS19,1824.3777
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_2.2,LP5,MS19,2342.4707
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.1,LP5,MS19,324.2448
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.10,LP5,MS19,365.9964
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.11,LP5,MS19,460.4176
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.12,LP5,MS19,1734.1597
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.13,LP5,MS19,2753.7122
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.14,LP5,MS19,3066.9204
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.15,LP5,MS19,706.3333
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.2,LP5,MS19,1468.1179
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.3,LP5,MS19,2222.2634
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.4,LP5,MS19,1577.4677
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.5,LP5,MS19,457.9902
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.6,LP5,MS19,955.482
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.7,LP5,MS19,703.5192
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.8,LP5,MS19,1167.1394
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_3.9,LP5,MS19,1244.3969
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.1,LP5,MS19,282.6007
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.10,LP5,MS19,1182.7926
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.11,LP5,MS19,197.1006
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.2,LP5,MS19,1173.3679
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.3,LP5,MS19,1280.4504
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.4,LP5,MS19,1568.1495
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.5,LP5,MS19,522.374
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.6,LP5,MS19,1381.2119
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.7,LP5,MS19,271.6414
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.8,LP5,MS19,1864.9417
0,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_3_4.9,LP5,MS19,2505.4365
4,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_1.1,LP5,MS19,444.6266
4,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_1.2,LP5,MS19,385.2549
4,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_1.3,LP5,MS19,2709.1646
4,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_2.1,LP5,MS19,574.8611
4,C1-EGFP-NES channel,Unc405_50uM_MS19_0.05%Plu_LP5_C1-EGFP-NES_cond1_cond2_1_2.2,LP5,MS19,1786.8817
