time,channel,ROI.ID,LP,Probe,mean_Mean
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.1,LP10,MS6,1262.0449
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.10,LP10,MS6,217.748
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.2,LP10,MS6,1714.6123
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.3,LP10,MS6,708.4933
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.4,LP10,MS6,847.8238
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.5,LP10,MS6,436.0887
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.6,LP10,MS6,512.9102
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.7,LP10,MS6,839.5631
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.8,LP10,MS6,360.1433
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_1.9,LP10,MS6,262.48
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_2.1,LP10,MS6,246.3116
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_2.2,LP10,MS6,587.7546
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_2.3,LP10,MS6,1082.927
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_2.4,LP10,MS6,1252.2971
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_3.1,LP10,MS6,1316.2549
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_3.2,LP10,MS6,1691.387
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_3.3,LP10,MS6,1054.9086
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_4.1,LP10,MS6,2229.1729
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_4.2,LP10,MS6,1104.2683
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_4.3,LP10,MS6,540.3641
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_4.4,LP10,MS6,876.2784
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_4.5,LP10,MS6,625.1353
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_5.1,LP10,MS6,1073.7278
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_1_5.2,LP10,MS6,922.0142
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.1,LP10,MS6,940.5377
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.10,LP10,MS6,591.6129
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.11,LP10,MS6,812.2623
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.12,LP10,MS6,1920.075
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.13,LP10,MS6,347.8146
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.2,LP10,MS6,2243.4734
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.3,LP10,MS6,365.2638
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.4,LP10,MS6,311.8211
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.5,LP10,MS6,1533.6335
0,C1-EGFP-NES channel,Unc405_563uM_MS6_0.05%Plu_LP10_C1-EGFP-NES_cond1_cond2_2_1.6,LP10,MS6,1228.2773
